Entry	Protein names	Length	Subcellular location [CC]	mark
Q8NFR9	Interleukin-17 receptor E (IL-17 receptor E) (IL-17RE)	667	[Isoform 1]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.; [Isoform 2]: Cytoplasm {ECO:0000305}.; [Isoform 3]: Secreted {ECO:0000305}.; [Isoform 4]: Cytoplasm {ECO:0000305}.; [Isoform 5]: Secreted {ECO:0000305}.	
Q8NFU4	Follicular dendritic cell secreted peptide (FDC secreted protein) (FDC-SP)	85	Secreted.	
Q8NG35	"Beta-defensin 105 (Beta-defensin 5) (BD-5) (DEFB-5) (Defensin, beta 105)"	78	Secreted.	
Q8NG41	Neuropeptide B (Preproprotein L7) (hPPL7) [Cleaved into: Neuropeptide B-23 (NPB23) (hL7); Neuropeptide B-29 (NPB29) (hL7C)]	125	Secreted.	
Q8NHL6	Leukocyte immunoglobulin-like receptor subfamily B member 1 (LIR-1) (Leukocyte immunoglobulin-like receptor 1) (CD85 antigen-like family member J) (Immunoglobulin-like transcript 2) (ILT-2) (Monocyte/macrophage immunoglobulin-like receptor 7) (MIR-7) (CD antigen CD85j)	650	"Cell membrane {ECO:0000269|PubMed:20448110, ECO:0000269|PubMed:24453251, ECO:0000269|PubMed:29262349, ECO:0000305|PubMed:19658091}; Single-pass type I membrane protein {ECO:0000255}.; [Isoform 5]: Secreted {ECO:0000269|PubMed:19658091}."	
Q8NHM4	Putative trypsin-6 (EC 3.4.21.4) (Serine protease 3 pseudogene 2) (Trypsinogen C)	247	Secreted {ECO:0000305}.	
Q8NHW4	C-C motif chemokine 4-like (Lymphocyte activation gene 1 protein) (LAG-1) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Monocyte adherence-induced protein 5-alpha) (Small-inducible cytokine A4-like)	92	Secreted {ECO:0000250}.	
Q8NHW6	Otospiralin	89	Secreted {ECO:0000305}.	
Q8TAA1	Probable ribonuclease 11 (RNase 11) (EC 3.1.27.-)	199	Secreted {ECO:0000305}.	
Q8TAD2	Interleukin-17D (IL-17D) (Interleukin-27) (IL-27)	202	Secreted.	
Q8TAG5	V-set and transmembrane domain-containing protein 2A	236	Secreted {ECO:0000250|UniProtKB:Q8R0A6}. Note=Secreted by adipose precursor cells (By similarity). Not detected in the nucleus (PubMed:28052263). {ECO:0000250|UniProtKB:Q8R0A6}.	
Q8TAV5	Putative uncharacterized protein C11orf45	145	Secreted {ECO:0000305}.	
Q8TB96	T-cell immunomodulatory protein (Protein TIP) (Integrin-alpha FG-GAP repeat-containing protein 1) (Linkin)	612	Secreted {ECO:0000305}. Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	
Q8TC92	Ecto-NOX disulfide-thiol exchanger 1 (Candidate growth-related and time keeping constitutive hydroquinone [NADH] oxidase) (cCNOX) (Cell proliferation-inducing gene 38 protein) (Constitutive Ecto-NOX) (cNOX) [Includes: Hydroquinone [NADH] oxidase (EC 1.-.-.-); Protein disulfide-thiol oxidoreductase (EC 1.-.-.-)]	643	"Cell membrane {ECO:0000269|PubMed:11360993}. Secreted, extracellular space {ECO:0000269|PubMed:11360993}. Note=Extracellular and plasma membrane-associated."	
Q8TCV5	WAP four-disulfide core domain protein 5 (Putative protease inhibitor WAP1) (p53-responsive gene 5 protein)	224	Secreted {ECO:0000305}.	
Q8TCW7	"Zona pellucida-like domain-containing protein 1 (ZP domain-containing protein 1) (Cupulin) [Cleaved into: Zona pellucida-like domain-containing protein 1, secreted form]"	415	"[Zona pellucida-like domain-containing protein 1]: Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:C0H9B6}; Single-pass type I membrane protein {ECO:0000255}.; [Zona pellucida-like domain-containing protein 1, secreted form]: Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:C0H9B6}."	
Q8TD07	Retinoic acid early transcript 1E (Lymphocyte effector toxicity activation ligand) (NKG2D ligand 4) (N2DL-4) (NKG2DL4) (RAE-1-like transcript 4) (UL16-binding protein 4)	263	Membrane {ECO:0000269|PubMed:15240696}; Single-pass type I membrane protein.; [Isoform 4]: Secreted.	
Q8TD33	Secretoglobin family 1C member 1 (Secretoglobin RYD5)	95	Secreted {ECO:0000250}.	
Q8TD46	Cell surface glycoprotein CD200 receptor 1 (CD200 cell surface glycoprotein receptor) (Cell surface glycoprotein OX2 receptor 1)	325	[Isoform 1]: Cell membrane; Single-pass type I membrane protein.; [Isoform 4]: Cell membrane; Single-pass type I membrane protein.; [Isoform 2]: Secreted.; [Isoform 3]: Secreted.	
Q8TDF5	Neuropilin and tolloid-like protein 1 (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 1)	533	"[Isoform 2]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell junction, synapse, postsynaptic density membrane {ECO:0000250}. Note=Component of the postsynaptic density (PSD) of excitatory synapses. {ECO:0000250}.; [Isoform 3]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; [Isoform 1]: Secreted {ECO:0000305}."	
Q8WTQ1	"Beta-defensin 104 (Beta-defensin 4) (BD-4) (DEFB-4) (hBD-4) (Defensin, beta 104)"	72	Secreted.	
Q8WU39	Marginal zone B- and B1-cell-specific protein (Mesenteric estrogen-dependent adipose 7) (MEDA-7) (Plasma cell-induced resident endoplasmic reticulum protein) (Plasma cell-induced resident ER protein) (pERp1) (Proapoptotic caspase adapter protein)	189	[Isoform 1]: Endoplasmic reticulum lumen {ECO:0000269|PubMed:19805157}. Secreted {ECO:0000269|PubMed:21688198}.; [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:11350957}. Note=Diffuse granular localization in the cytoplasm surrounding the nucleus (PubMed:11350957).	
Q8WU66	Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR)	669	"Secreted {ECO:0000250|UniProtKB:J3S6Y1}. Cell surface {ECO:0000250|UniProtKB:J3S6Y1}. Cell projection, stereocilium {ECO:0000250|UniProtKB:J3S6Y1}. Note=Secreted protein which may bind to the cell surface via a membrane receptor. {ECO:0000250|UniProtKB:J3S6Y1}."	
Q8WUJ3	Cell migration-inducing and hyaluronan-binding protein (EC 3.2.1.35)	1361	"Nucleus. Cytoplasm. Endoplasmic reticulum. Cell membrane. Membrane, clathrin-coated pit. Secreted. Note=Retained in the endoplasmic reticulum (ER) in a HSPA5/BIP-dependent manner. Colocalized with clathrin heavy chain/CLTC in clathrin-coated vesicles. Strongly detected in the cytoplasm of breast carcinoma cells, whereas poorly detected in adjacent normal epithelial cells, stromal cells, or benign breast tissues. Localized in the nucleus and cytoplasm of colon adenocarcinomas."	
Q8WVN6	Secreted and transmembrane protein 1 (Protein K-12)	248	Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Secreted.	
Q8WWA0	Intelectin-1 (ITLN-1) (Endothelial lectin HL-1) (Galactofuranose-binding lectin) (Intestinal lactoferrin receptor) (Omentin)	313	"Cell membrane {ECO:0000305|PubMed:11747454}; Lipid-anchor, GPI-anchor {ECO:0000305|PubMed:11747454}. Secreted {ECO:0000269|PubMed:11313366, ECO:0000269|PubMed:16531507, ECO:0000305|PubMed:11747454}. Note=Enriched in lipid rafts. {ECO:0000250|UniProtKB:O88310}."	
Q8WWF1	Uncharacterized protein C1orf54	131	Secreted {ECO:0000305}.	
Q8WWG1	"Pro-neuregulin-4, membrane-bound isoform (Pro-NRG4) [Cleaved into: Neuregulin-4 (NRG-4)]"	115	"[Pro-neuregulin-4, membrane-bound isoform]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Does not seem to be active. {ECO:0000250}.; [Neuregulin-4]: Secreted {ECO:0000250}."	
Q8WWY7	WAP four-disulfide core domain protein 12 (Putative protease inhibitor WAP12) (Whey acidic protein 2)	111	Secreted {ECO:0000305}.	
Q8WWY8	Lipase member H (LIPH) (EC 3.1.1.-) (LPD lipase-related protein) (Membrane-associated phosphatidic acid-selective phospholipase A1-alpha) (mPA-PLA1 alpha) (Phospholipase A1 member B)	451	"Secreted {ECO:0000269|PubMed:12963729}. Cell membrane {ECO:0000269|PubMed:12063250, ECO:0000269|PubMed:12963729}; Peripheral membrane protein."	
Q8WX39	Epididymal-specific lipocalin-9 (MUP-like lipocalin)	176	Secreted.	
Q8WXD2	Secretogranin-3 (Secretogranin III) (SgIII)	468	"Cytoplasmic vesicle, secretory vesicle {ECO:0000250|UniProtKB:P47868}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250|UniProtKB:P47868}; Peripheral membrane protein {ECO:0000250}. Secreted {ECO:0000269|PubMed:12098761}. Note=Associated with the secretory granule membrane through direct binding to cholesterol-enriched lipid rafts. {ECO:0000250|UniProtKB:P47868}."	
Q8WXF3	Relaxin-3 (Insulin-like peptide INSL7) (Insulin-like peptide 7) (Prorelaxin H3) [Cleaved into: Relaxin-3 B chain; Relaxin-3 A chain]	142	Secreted.	
Q8WXI7	Mucin-16 (MUC-16) (Ovarian cancer-related tumor marker CA125) (CA-125) (Ovarian carcinoma antigen CA125)	14507	"Cell membrane; Single-pass type I membrane protein. Secreted, extracellular space. Note=May be liberated into the extracellular space following the phosphorylation of the intracellular C-terminus which induces the proteolytic cleavage and liberation of the extracellular domain."	
Q8WXW3	Progesterone-induced-blocking factor 1 (PIBF) (Centrosomal protein of 90 kDa) (CEP90)	757	"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}. Cytoplasm {ECO:0000269|PubMed:25218441}. Secreted {ECO:0000269|PubMed:25218441}. Note=In progesterone-treated astrocytoma cells a 57 kDa protein and isoform 1 (90 kDa) have been described, both being located in the intracellular medium and secreted. Respective predominant forms are isoform 1 in the intracellular and the 57 kDa protein in the extracellular medium (PubMed:25218441). {ECO:0000269|PubMed:25218441}.; [Isoform 1]: Nucleus {ECO:0000269|PubMed:14634107, ECO:0000269|PubMed:25218441}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:15305375}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000269|PubMed:21224392, ECO:0000269|PubMed:26297806}. Secreted {ECO:0000269|PubMed:25218441}. Note=Localizes to centriolar satellites throughout the cell cycle. {ECO:0000269|PubMed:26297806}.; [Isoform 4]: Secreted {ECO:0000269|PubMed:14634107, ECO:0000269|PubMed:3863495}. Note=Secreted by progesterone-treated lymphocytes (PubMed:14634107). {ECO:0000269|PubMed:14634107}."	
Q92485	Acid sphingomyelinase-like phosphodiesterase 3b (ASM-like phosphodiesterase 3b) (EC 3.1.4.-)	455	"Secreted {ECO:0000250}. Cell membrane {ECO:0000250|UniProtKB:P58242}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:P58242}."	
Q92496	Complement factor H-related protein 4 (FHR-4)	578	Secreted.	
Q92583	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	94	Secreted.	
Q92673	Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA)	2214	"Golgi apparatus membrane {ECO:0000269|PubMed:11294867, ECO:0000269|PubMed:16174740, ECO:0000269|PubMed:17855360, ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:21994944}; Single-pass type I membrane protein {ECO:0000305}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:17646382, ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:23333276}; Single-pass type I membrane protein {ECO:0000305}. Endosome membrane {ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:23333276}; Single-pass type I membrane protein {ECO:0000305}. Early endosome membrane {ECO:0000269|PubMed:16174740, ECO:0000269|PubMed:17646382, ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:31138794}; Single-pass type I membrane protein {ECO:0000305}. Recycling endosome membrane {ECO:0000269|PubMed:17855360, ECO:0000269|PubMed:31138794}; Single-pass type I membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:17855360, ECO:0000269|PubMed:21385844}; Single-pass type I membrane protein {ECO:0000305}. Endosome, multivesicular body membrane {ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:23333276}; Single-pass type I membrane protein {ECO:0000305}. Cell membrane {ECO:0000269|PubMed:11294867, ECO:0000269|PubMed:14764453, ECO:0000269|PubMed:15053742, ECO:0000269|PubMed:17855360, ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:21994944, ECO:0000269|PubMed:31138794}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000269|PubMed:21994944}; Single-pass type I membrane protein {ECO:0000305}. Secreted {ECO:0000269|PubMed:11082041, ECO:0000269|PubMed:14764453, ECO:0000269|PubMed:15053742, ECO:0000269|PubMed:16393139, ECO:0000269|PubMed:16531402}. Note=Mostly intracellular, predominantly in the trans-Golgi network (TGN) and in endosome, as well as in endosome-to-TGN retrograde vesicles; found at low levels on the plasma membrane (PubMed:11294867, PubMed:15053742, PubMed:17855360, PubMed:21994944, PubMed:21385844, PubMed:31138794). At the cell surface, partially subjected to proteolytic shedding that releases the ectodomain (also called soluble SORLA, solLR11 or sLR11) in the extracellular milieu (PubMed:11082041, PubMed:16393139, PubMed:16531402). The shedding may be catalyzed by ADAM17/TACE (PubMed:16393139). Following shedding, PSEN1/presenilin-1 cleaves the remaining transmembrane fragment and catalyzes the release of a C-terminal fragment in the cytosol and of a soluble N-terminal beta fragment in the extracellular milieu. The C-terminal cytosolic fragment localizes to the nucleus (PubMed:16531402). At the cell surface, the full-length protein undergoes partial clathrin-dependent endocytosis guided by clathrin adapter protein 2 (AP-2) (PubMed:11294867, PubMed:15053742, PubMed:17646382). {ECO:0000269|PubMed:11082041, ECO:0000269|PubMed:11294867, ECO:0000269|PubMed:15053742, ECO:0000269|PubMed:16393139, ECO:0000269|PubMed:16531402, ECO:0000269|PubMed:17646382, ECO:0000269|PubMed:17855360, ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:21994944, ECO:0000269|PubMed:31138794}."	
Q92743	Serine protease HTRA1 (EC 3.4.21.-) (High-temperature requirement A serine peptidase 1) (L56) (Serine protease 11)	480	"Cell membrane {ECO:0000269|PubMed:21297635}. Secreted {ECO:0000269|PubMed:15208355, ECO:0000269|PubMed:9852107}. Cytoplasm, cytosol {ECO:0000269|PubMed:15208355, ECO:0000269|PubMed:20671064}. Note=Predominantly secreted (PubMed:15208355). Also found associated with the plasma membrane (PubMed:21297635). {ECO:0000269|PubMed:15208355, ECO:0000269|PubMed:21297635}."	
Q92752	Tenascin-R (TN-R) (Janusin) (Restrictin)	1358	"Secreted, extracellular space, extracellular matrix."	
Q92823	Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (hBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related)	1304	"Cell membrane {ECO:0000250|UniProtKB:Q810U4}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q810U4}. Cell projection, axon {ECO:0000250|UniProtKB:Q810U4}. Secreted {ECO:0000250|UniProtKB:Q810U4}. Note=Detected at nodes of Ranvier. {ECO:0000250|UniProtKB:Q810U4}."	
Q92824	Proprotein convertase subtilisin/kexin type 5 (EC 3.4.21.-) (Proprotein convertase 5) (PC5) (Proprotein convertase 6) (PC6) (hPC6) (Subtilisin/kexin-like protease PC5)	1860	[Isoform PC6A]: Secreted. Note=Secreted through the regulated secretory pathway. {ECO:0000250}.; [Isoform PC6B]: Endomembrane system; Single-pass type I membrane protein. Note=Type I membrane protein localized to a paranuclear post-Golgi network compartment in communication with early endosomes. {ECO:0000250}.	
Q92832	Protein kinase C-binding protein NELL1 (NEL-like protein 1) (Nel-related protein 1)	810	Cytoplasm {ECO:0000269|PubMed:21723284}. Nucleus envelope {ECO:0000269|PubMed:21723284}. Secreted {ECO:0000250}. Note=Colocalizes with ATRAID on the nuclear envelope and the perinuclear region.	
Q92838	"Ectodysplasin-A (Ectodermal dysplasia protein) (EDA protein) [Cleaved into: Ectodysplasin-A, membrane form; Ectodysplasin-A, secreted form]"	391	"Cell membrane {ECO:0000250|UniProtKB:O54693}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:O54693}.; [Ectodysplasin-A, secreted form]: Secreted {ECO:0000269|PubMed:11309369}."	
Q92876	Kallikrein-6 (EC 3.4.21.-) (Neurosin) (Protease M) (SP59) (Serine protease 18) (Serine protease 9) (Zyme)	244	"Secreted. Nucleus, nucleolus. Cytoplasm. Mitochondrion. Microsome. Note=In brain, detected in the nucleus of glial cells and in the nucleus and cytoplasm of neurons. Detected in the mitochondrial and microsomal fractions of HEK-293 cells and released into the cytoplasm following cell stress."	
Q93038	Tumor necrosis factor receptor superfamily member 25 (Apo-3) (Apoptosis-inducing receptor AIR) (Apoptosis-mediating receptor DR3) (Apoptosis-mediating receptor TRAMP) (Death receptor 3) (Lymphocyte-associated receptor of death) (LARD) (Protein WSL) (Protein WSL-1)	417	[Isoform 1]: Cell membrane; Single-pass type I membrane protein.; [Isoform 2]: Cell membrane; Single-pass type I membrane protein.; [Isoform 9]: Cell membrane; Single-pass type I membrane protein.; [Isoform 11]: Cell membrane; Single-pass type I membrane protein.; [Isoform 3]: Secreted.; [Isoform 4]: Secreted.; [Isoform 5]: Secreted.; [Isoform 6]: Secreted.; [Isoform 7]: Secreted.; [Isoform 8]: Secreted.; [Isoform 10]: Secreted.; [Isoform 12]: Secreted.	
Q93098	Protein Wnt-8b	351	"Secreted, extracellular space, extracellular matrix."	
Q95460	Major histocompatibility complex class I-related gene protein (MHC class I-related gene protein) (Class I histocompatibility antigen-like protein)	341	"Cell membrane {ECO:0000269|PubMed:12794138, ECO:0000269|PubMed:18068122, ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein. Endoplasmic reticulum membrane {ECO:0000269|PubMed:18068122, ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:18068122}; Single-pass type I membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:18068122, ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein {ECO:0000255}. Note=In the absence of antigen remains within the endoplasmic reticulum where it acts as a metabolite sensor. Antigen binding triggers trafficking of the ternary complex to the plasma membrane. After presentation, most of these complexes are rapidly internalized and degraded via endocytosis. A small subset recycles via endosomes back to the plasma membrane and may thus acquire and present new antigens that do not efficiently reach the endoplasmic reticulum. {ECO:0000269|PubMed:27043408}.; [Isoform 1]: Cell membrane {ECO:0000269|PubMed:23457030}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23457030}; Single-pass membrane protein {ECO:0000255}.; [Isoform 3]: Cell membrane {ECO:0000269|PubMed:23457030}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23457030}; Single-pass membrane protein {ECO:0000255}. Note=The larger proportion remains in the ER in an immature state. The subset that reach cell surface does it through a B2M-independent pathway. {ECO:0000269|PubMed:23457030}.; [Isoform 4]: Secreted {ECO:0000303|PubMed:9780177}."	
Q969E1	Liver-expressed antimicrobial peptide 2 (LEAP-2)	77	Secreted.	
Q969E3	Urocortin-3 (Stresscopin) (Urocortin III) (Ucn III)	161	Secreted.	
Q96A83	Collagen alpha-1(XXVI) chain (Alpha-1 type XXVI collagen) (EMI domain-containing protein 2) (Emilin and multimerin domain-containing protein 2) (Emu2)	441	"Secreted, extracellular space, extracellular matrix."	
Q96A84	EMI domain-containing protein 1 (Emilin and multimerin domain-containing protein 1) (Emu1)	441	"Secreted, extracellular space, extracellular matrix."	
